review_text,label,label_encoded
kenapa sih aplikasi nya kalo mau pergantian tahun pasti susah di gunakan,Negatif,0
aplikasi enggak guna mau daftar saja ribet meminta foto wajah saja susah banget giliran sudah bisa setelah kamu payah bisa nya tolong enggak valid kalian kalo jangan klik bikin atau mending cabut saja dari playstore tujuannya mempermudah tapi baru mau daftar saja susah banget yakin tanggapan dari pengguna ini terima paling hai sobat signal maaf atas bukti pendaftaran tersebut kalo ditanggapi itu juga,Negatif,0
perpanjang stnk jadi lebih mudah tanpa harus datang dan antri di samsat blangko pajak langsung di kirim kan alamat rumah dengan cepat,Positif,2
lebih simple dengan adanya sistem aplikasi signal tingkatkan waktubpengiriman nya terlalu lama bayar pajak tanggal des stnk sampai tanggal,Netral,1
mantap,Positif,2
aplikasi bagus sangat membantu,Positif,2
wilayah maluku utara tidak bisa kenapa,Negatif,0
membantu bagi yang tidak bisa datang langsung ke samsat,Negatif,0
sat set sat set kalo enggak sempat ke samsat berguna sekal aplikasi ini,Netral,1
mudah dan cepat enggak ribet juga dibuat untuk membuat plat nopol khusus supaya mau jadi,Negatif,0
bagus,Positif,2
pembayaran enggak sesai saya sendiri telat uang dendanya sampai ribu ok lah beban saya telat wajar ada denda berapa giliran mau bayar tepat bulan malah nominal bayar nya gila tetapi denda 5 hampir juta bagaimana ini min dia jelas lakukan sekarang,Netral,1
caroline,Netral,1
terbaik dan cepat,Positif,2
karna saat ini fisik bpk pal belum sampai ke rumah bpk moho dibantu olehnya,Netral,1
ok,Netral,1
pengiriman cepat lumayan menghemat waktu,Positif,2
mantap indonesiaku,Positif,2
pelayanan cukup baik dan cepat namun pengiriman barangnya cukup lama terima kasih,Positif,2
mantap semoga tetap lancar untuk pembayaran online,Positif,2
ok mantu gan sangat membantu,Positif,2
cukup membantu dalam pembayaran pajak kendaraan bermotor di tingkatkan lagi fiturnya,Positif,2
tolong dong saat verifikasi ulang pas mau foto ktp terus keluar dari aplikasi,Netral,1
sangat membantu,Positif,2
manta bisa diandalkan,Netral,1
sering error tolong di perbaiki ya,Negatif,0
pengambilan photo waktu mendaftar susahnya meminta ampun sampai saat ini gagal,Negatif,0
karena barang di harus ke samsat pakai orang ini cukup dihargai pemerintah buat orang yang sibuk enggak naik ribet,Negatif,0
bagus mempermudah pekerja yang susah libur cuma di online ini butuh waktu seminggu dari pembayaran penerbitan pengesahan sampai pengiriman stnk kerumah kita,Negatif,0
sangat baik selesai mengurus untuk tanggal juni sampai akhir juli belum terima produk yang akan dikirim juga sudah diemail ke dinas pos indonesia seperti kata nya tentu di bantu oleh pihak samsat sendiri bukannya mempermudah malah mempersulit bagaimana sih ini pelayanannya,Negatif,0
kenapa saya yg satu kali nya kan ada total lalu nik ke samsat,Negatif,0
tambah motor saja sampai sampai bangkit,Negatif,0
app sama seperti birokrasi pemerintah enggak selesai selesai walau sudah mengikuti prosedur yang benar mbelibet ribet apa ada jalur vvip,Negatif,0
cepat mudah efisien,Positif,2
ok,Netral,1
enggak bisa bayar kendaraan bukan atas nama sendiri,Negatif,0
semoga bisa membantu masih belum tau nyetak nya bagaimana tunggu besok di samsat,Positif,2
gagal terus verifikasi profil,Negatif,0
mempermudah tanpa harus repot antri di samsat,Netral,1
alhamdulillah dengan adanya aplikasi ini saya jadi mudah bayar pjk via aplikasi signal proses pengiriman juga cepat tingkat kan terus min terima kasih,Positif,2
sangat membantu mantu,Positif,2
kenapa ngntri datang ke tempat nya lebih murah di apk ini kok lebih nya rban biaya pembayarannya lewat bank kok kna ribu,Netral,1
walaupun tidak turut repot bayar contohnya,Netral,1
verifikasi fisik tidak bisa menangkapnya,Negatif,0
sekali surat bayar tanggal surat dari luar tidak datang sangat cepat untuk memudahkan wajib pajak mantaab lah pokoknya bisa masuk sama kalau perlu antri lagi dengan samsat,Negatif,0
aplikasi yang bermanfaat jadi mudah mengurus pajak kendaraan terima kasih,Positif,2
– anak enggak cepat dan cepat prosesnya pengirimannya sangat lancar,Negatif,0
keren sih memudahkan buat kami yang kerja jauh jadi bisa bayar tanpa telat,Positif,2
oke praktis,Positif,2
biaya seluruh biaya sistem hebat bisa maksa rakyat buat sistem baik,Netral,1
mantap sangat membantu dalam mmbyr pajak tahunan enggak pakai antri,Positif,2
sangat membantu bagi yang tidak sempat ke kantor samsat,Positif,2
dari pagi enggak bisa bayar pakai kode bayar giliran tengah hari di dm sama ig suruh bayar pakai qris ternyata scam padahal namanya samsat digital dasar apes,Negatif,0
sat set mudah cepat dan akurat terima kasih sangat membantu dalam kewajiban membayar pajak tahunan isi data transfer tunggu dan duduk manis sampai di rumah pokok pertahankan pelayanannya tetapi sekarang kok sudah kali ini tidak dilampirkan hologram serta plastik,Positif,2
sangat berguna sekal dan praktis bagi yang ingin bayar pajak kendaraan tanpa harus datang ke samsat prosesnya pun mudah dan cepat,Positif,2
pembayaran pajak kendaraan jadi lebih mudah bisa dilakukan dari rumah tanpa perlu antri di samsat,Positif,2
pengiriman lama tidak profesional,Netral,1
mudah transaksinya setelah pengesahan masih perlu ke samsat atau enggak kalau saya baca² dari berbagai sumber enggak perlu datang ke samsat benar enggak ya,Positif,2
android sekarang stnk gagal terus harus hubungi cs chat ke pengaduan dari isi website dll dan terakhirnya dikasih pilihan cuma bot tidak ada live chat nya kirim email yang nya hanya sedang ada call system entah barang apa yang diperbaiki karena saya selalu coba selama hampir bulan tetap tidak bisa padahal tahun 2018 sudah berhasil kepada tim pengembangan agar lebih serius dari aplikasi ini sebenarnya sangat membantu,Negatif,0
tidak mudah hidup tanpa ribet,Negatif,0
dan memudahkan identifikasi,Netral,1
susah masuk harus daftar nama ktp pemilik juga menyusahkan pakai apk namun sangat sulit mempermudah,Negatif,0
sangat membantu saran agar pengiriman bisa lebih cepat max hari,Positif,2
sangat membantu sekal,Positif,2
recommended no ribet praktis,Negatif,0
bagus sangat membantu,Positif,2
mantap lur,Positif,2
enggak mini tapi mengantri jadi,Negatif,0
okee ini adalah pengalaman yang bagus untuk saya dan terima kasih atas pelayanan dan perhatiannya sukses selalu untuk tim samsat dan untuk yang belum bayar pajak bisa lewat aplikasi ini tanpa adanya pungli proses cepat dijamin aman terima kasih pak bu dan tim,Positif,2
mantap,Positif,2
aplikasi sialan 8 bisa klik enggak bisa mencari banget 2,Negatif,0
terima kasih signal sangat membantu,Positif,2
terjadi karena adanya signal,Netral,1
simpel dan mudah,Positif,2
simpel,Netral,1
sangan efisien waktu,Netral,1
sangat memudahkan untuk perpanjang pajak kendaraan bermotor,Netral,1
dia mau dia gagal terus padahal memang kuat,Negatif,0
oke mantap untuk pembayaran stnk online lebih mudah lebih praktis,Positif,2
mau tanya untuk data sebelumnya bagaimana cara saya melihatnya ya saya pernah memperpanjang stnk melalui signal samsat,Netral,1
proses nya terlalu lama saya bayar pajak motor tanggal juli baru di terima stnk tanggal agustus,Netral,1
maka guna mau lagi harus nama alias kendaraan apapun enggak bisa cek atau lihat ini perkiraan mereka,Negatif,0
memiliki apk otomatis menjadi yang kedua atau pertama sejak mobil yang memiliki stnk motor keduanya berputar lambat tanpa kendala,Netral,1
mantull aplikasi sangat membantu bayar pajak motor tahunan tinggal duduk manis sambil menunggu pak pos antar kerumah terima kasih signal,Positif,2
paket lama baru dikirim admin di pengaduan tidak responsif setelah melakukan wawancara website website resminya maka tanggapan melakukan kunjungan adalah tanggal agustus dan baru dikirim 15 september,Netral,1
sangat sayang,Netral,1
tidak jadi jadi lewat bank semoga kita lebih maju kan pengiriman terlalu lama,Negatif,0
bin enggak kalau kita tau tau pak pos tau tau stnk,Netral,1
proses pembuatannya terlalu banyak keterlaluan,Netral,1
sangat membantu dan prosesnya mudah di pahami sukses selalu buat polri semoga ada gebrakan lagi yang memudahkan dalam mengurus apaapun,Positif,2
mantap jadi bisa bayar pajak tanpa harus pulang kampung,Positif,2
mantap sangat membantu sekal,Positif,2
luar biasa membantu tidak perlu antri dan menghabiskan waktu menunggu,Positif,2
aplikasi sangat berguna dan memudahkan satu satunya kendala hanya pengiriman yang lumayan lama,Netral,1
apk tidak jelas tahun kemarin saya bayar pajak lewat apk ini tahun sekarang mau bayar lagi kok jadi doble sama tahun kemarin sama saja penipuan bukan kalo begini jelaskan pak ketua,Netral,1
mudah dan tepat sasaran maju terus bangsaku,Positif,2
sangat dimengerti untuk pembayaran menggunakan aplikasi dana,Netral,1
aplikasi pembayaran pajak kendaraan yang sangat membantu dan ikuti saja stepnya perlahan agar mudah dipahami,Positif,2
enggak sedikit sekali pajak enggak itu,Negatif,0
sangat memudahkan dalam kehidupan sekolah,Netral,1
ribet gagal verifikasi terus mending pakai aplikasi sebelah,Negatif,0
dari bayar pajak selalu pakai apk signal lancar terus semoga terus berkembang lebih baik kedepannya membawa dampak positip masyarakat terhadap polri,Positif,2
kurang pelayanan dan tidak ribet serta pelayanan harus cepat terima kasih untuk pelanggan dapat lebih efektif dalam pembayaran di kendaraan bermotor,Negatif,0
malah di buat pusing mau minta data kakak malah kolomnya tapi sekarang di klik lah bagaimana mau bayar datang ke samsat tapi enggak sekarang karena beli provinsi pakai signal malah enggak bisa isi kakak saya kira di klik tetap di persulit untuk ini tingkatkan tolong buat bosku biar masyarakat lebih mudah bayar pajak,Negatif,0
tolong diperbaiki dong saya gagal tapi minta untuk dijual ke dukcapil apa karena di ktp saya ada masa berlakunya sampai tapi saat saya masih hidup jadi masa mau daftar aplikasi akhirnya harus ganti ktp dan ribet amat sih,Negatif,0
terima kasih stnk nya sudah sampai,Positif,2
sangat membantu dan memudahkan,Positif,2
terima kasih semoga makin lebih baik semakin memudahkan masyarakat,Positif,2
mantap,Positif,2
sangat membantu,Positif,2
bagus,Positif,2
sampai tanggal selesai saya yg bayar signal sampai sekarang tidak bisa melihat cuma suruh email kami live sama sekal tidak membantu katanya bisa bulan setalah jatuh itu kata sedang pergi luar kota saya tahun lalu bulan seperti ini,Negatif,0
kok nya yang maksimal yaitu bisa ya,Negatif,0
tidak sangat memuaskan cukup besar dan belum enggak berpenghasilan,Negatif,0
· foto selalu gagal meskipun data deh • foto tahun jernih 2018 _,Negatif,0
aplikasi banget bni yaitu foto foto ktp uang bisa dilihat kgk didanai dari uang negara ini aplikasi jelek bni untuk melayani dokumen dong son,Negatif,0
bilang maaf kenapa ya bela diri nya berapa kali aku coba berulang kali kau enggak bisa ikut dibantu,Negatif,0
stnk saya belum sampai,Netral,1
tolong dong pembayaran via virtual account,Netral,1
pada pembayaran melalui pintu selalu dan sudah pernah dicoba selalu gagal pembayaran samsat ada ini rencana agar toyota mau bayar pajak kenderaan,Negatif,0
kenapa waktu bayar dapat terus terusan,Negatif,0
aplikasi mantap,Positif,2
aplikasi online cukup mengedepankan identifikasi wajah kali tidak murni memang filosofi indonesia sekali sendiri bisa susah sangat dimudahkan,Negatif,0
terima kasih signal khusus wilayah banteng sigap tanggap cepat di kirim ke rumah the best,Positif,2
gampang dan cepat,Positif,2
bagus sekal aplikasi ini memudahkan yang tidak bisa datang ke tempat langsung,Negatif,0
cepat banget prosesnya terbantu sekal pokoknya,Positif,2
sangat mudah dan pengiriman cepat,Positif,2
lumayan memudahkan masyarakat mengeluarkan pajak tahunan sayangnya pengiriman dokumen itupun sendiri tidak sampai ke rumah,Netral,1
sangat sangat membantu dan memudahkan dalam proses pembayaran pajak tahunan kendaraan bermotor secara online baik roda maupun roda,Positif,2
proses awalnya susah karena dikatakan orang nik setelah mengerti ternyata bisa dikarenakan sulit proses pembentukan tanggal stnk ri sudah sampai,Negatif,0
achmad baihaki dengan adanya aplikasi ini mempermudah pembayaran dan sangat membantu masyarakat,Positif,2
byr pajak dengan signal sangat membantu khususnya jika sedang berada di luar kota pulau,Positif,2
hanya untuk bayar pajak,Netral,1
memudahkan tanpa antri dan bisa bayar pajak dimana saja dokumen di antar langsung ke alamat,Netral,1
mantap sangan bermanfaat,Positif,2
satset langsung express,Netral,1
proses cepat,Positif,2
jozz mantap tanpa harus datang tanpa antri tanpa kasih ktp dan stnk ke calo pokoknya jozz,Positif,2
pengiriman gercep hari sudah sampai,Netral,1
mendukung banget dan semoga bisa mempermudah pajak barang penghasilan negara meningkat jumlahnya terus berdampak kontribusi fasilitas pengembangan juga,Netral,1
lebih praktis dan hemat waktu juga hemat biaya buat seorang ibu rumah tangga,Positif,2
enak banget pakai aplikasi pintar jadi dipermudah semuanya tinggal disini data konfirmasi pembayaran setelah dikirim deh dokumennya enggak perlu pakai iphone calo ma lumayan usah hemat berguna banget untuk anak rantau ku tunggu waktu belanja next kalo bisa dibuatin mudah untuk perpanjangan tahunan ya,Netral,1
perbaiki waktu pengiriman dan hapus biaya aplikasi,Netral,1
menyala pajak,Netral,1
masa pra colecting hampir hari kalo enggak saya laporkan ke pos indonesia mungkin bisa seminggu lebih baru sampai,Netral,1
saya mau bayar pajak transaksi tidak berhasil mulai tadi malam sampai sekarang,Netral,1
jangan gampang bermain ribet sambil berjalan ee hingga selesai,Negatif,0
cepat dan tidak ribet,Negatif,0
aplikasi nya sangat membantu dan bermanfaat sebagai perantau enggak usah pulang kampung atau ke samsat,Positif,2
yess sangat membantu sekal semenjak pandemi selalu pakai ini untuk perpanjang stnk terima kasih signal,Positif,2
2015 aplikasi 2018 sambat marga enggak masuk data samsat min masa kepemimpinan akhir min,Netral,1
sunshine,Netral,1
mantap kalau bisa tolong di beri masukan ke pihak pos indonesia dalam penambahan pemberitahuan sampai di titik kali mana penyortiran dalam perjalanan dokumen stnk itu untuk sampai ke alamat penerima contoh seperti kurir pengiriman toko oren dan hijau terima kasih,Positif,2
lebih simpel dan terpercaya,Netral,1
support itu system nya hanya dibantu ketika mau tambah data kendaraan jalan yang gagal padahal data masih benar semua atau yg sdm nya belum bisa support kita mau bayar pajak yg lho nya di bantu warga mandi bersih,Negatif,0
kamera yang berfungsi ketika mendaftarkan gambar dengan data yang dikirimkan ke kendaraan bermotor anda juga berhasil di tambahkan,Netral,1
jelek total 9 neo 2014 saja,Negatif,0
aplikasi belum jelas berapa berapa daftar,Negatif,0
sangat membantu untuk yang punya kendaraan tapi alamat masih ktp lama,Positif,2
praktis tidak perlu mengantri tidak perlu fotokopi dokumen persyaratan bayar pajak kendaraan definisi dipermudah setelah tf tinggal tunggu di rumah,Positif,2
mantap,Positif,2
mantap polri salam presisi,Positif,2
daftar tidak bisa terus bagaimana semua aplikasi yang buat bayar error semua hadew niat enggak,Negatif,0
akan selesai meski banyak hujan was karena sudah ada notif pengesahan tidak karena proses sesuai tempo,Negatif,0
terima kasih kepada semua pihak yang telah membangun sistem ini sistem ini sangat membantu enggak ribet birokrasi enggak ada calo² semoga tetap amanah menjadi inspirasi bagi instansi lain,Negatif,0
daftarnya susah eror terus,Negatif,0
kenapa kok mau bayar belum bisa sudah coba coba email cs tetapi email cs ini juga ada kejelasan kenapa tidak bisa karena sampai pada saat masih ada tanggal tetap tidak bisa bayar,Negatif,0
daftar berhasil pajak pajak stnk berhasil dan tiba pada aplikasi klik klik uangnya tambah kemana negara juga tertera transaksi transaksi rakyat deh susah uang tambah di tipu kita kan bayar pajak desa meminta,Negatif,0
aplikasi super duper dituntut dengan segala kendala karena memang semua data teknis dimasukan tidak benar bahkan setelah miliaran dimulailah pembuatan aplikasi,Negatif,0
dari 20 maret 1942 sekarang stnk belum dikirim,Netral,1
mau kenapa pun tidak jelas apa servernya baru down,Negatif,0
bagaimana caranya ganti nik salah nik tapi berhasil verifikasi,Netral,1
niat mau bayar di sini tapi bikin juga twitter susah banget kirim otp sampai hari terus ini sudah hari mau verifikasi kan saja enggak kerja main saja sudah bisa pun ragu mau bayar disini takutnya eror juga tolong di perbaiki sistem nya tapi satu tahun saya bayar lagi sistem sudah mulai bagus ternyata sama sih orangnya sekarang,Negatif,0
